google_id,name,dept,h_index,i10index,min_year,max_year,t_publication,t_pubs_citations,highest_citations,mean_of_IF,mean_of_co_authors,num_nsf,t_deflated_nsf,num_nih,t_deflated_nih,Y05yr,KTotal,KDirect,KMediated,Chi,BetCentrality,PRCentrality,XDIndicator,SchoolRank
ObnLfeoAAAAJ,CURTIS R BRANDT ,BIO,31,74,1978,2016,106,2943,346,3.418,4.642,0,0,44,16860190,1975,101,1,100,0.06493506493506493,0,0.00006930481224860323,BIO,18
ob_3jn4AAAAJ,KAMIN WHITEHOUSE ,CS,33,56,1994,2016,102,6376,1498,2.161,4.941,0,0,0,0,1990,551,24,527,0.1744186046511628,11902.957903958702,0.0005192922336599727,CS,29
Oc6lqIwAAAAJ,VITALY H CITOVSKY ,BIO,67,129,1985,2016,150,11641,468,7.58,4.433,6,10287976,0,0,1985,218,4,214,0.07063197026022305,501.3664983038636,0.00016391883195182328,BIO,55
oCFvA2UAAAAJ,PATRICK GERARD TRAYNOR ,CS,25,44,2006,2016,65,2718,481,1.457,4.062,13,6532964,0,0,2005,183,7,176,0.07142857142857142,695.7254466753149,0.00017781581392468276,CS,48
oclouSEAAAAJ,JAMES G TIDBALL ,BIO,55,100,1981,2016,121,9011,927,5.151,3.364,0,0,0,0,1980,178,2,176,0.09523809523809523,76.9735148781563,0.00011058156310246436,BIO,19
OcN1_gwAAAAJ,JINXIANG CHAI ,CS,30,39,1998,2017,39,3016,965,3.602,3.436,2,542827,0,0,1995,140,3,137,0.16666666666666666,113.12921543185824,0.00010731946133696867,CS,40
oD0ISLcAAAAJ,ALEXANDRU NICOLAU ,CS,58,162,1981,2016,188,7834,398,1.063,3.734,0,0,0,0,1980,304,17,287,0.09146341463414634,7849.825855668264,0.0004043175798236736,CS,29
odbmg-oAAAAJ,YAOZE LIU ,BIO,8,8,2011,2016,14,136,23,2.214,5.643,0,0,0,0,2010,70,2,68,0.17142857142857143,0,0.0001530411681458258,BIO,55
OdWimfcAAAAJ,BARBARA G RYDER ,CS,47,99,1969,2016,120,7691,614,1.194,2.867,20,4783250,0,0,1965,132,9,123,0.09411764705882353,5152.112007569809,0.0002673436220437509,CS,40
oEHd9sMAAAAJ,ALAN JAY GRODZINSKY ,CS,84,228,1973,2016,328,24662,1259,4.394,5.159,6,3387087,0,0,1970,454,3,451,0.22479338842975208,1279.0941186221796,0.00012719083538949842,XD,1
oEy88sEAAAAJ,BENJAMIN A SIKES ,BIO,9,8,2008,2016,15,533,202,4.328,3.933,1,0,0,0,2005,73,4,69,0.08823529411764706,635.086306686893,0.00017892349550150609,BIO,68
OEzRNokAAAAJ,JULIA B SALTZ ,BIO,8,7,2011,2016,9,153,31,3.521,4,0,0,0,0,2010,29,1,28,0.041666666666666664,0,0.00008230644348757431,BIO,42
OFCP3qcAAAAJ,JENNIFER S THALER ,BIO,32,47,1995,2015,50,4148,515,4.689,3.16,0,0,0,0,1995,77,6,71,0.046153846153846156,1162.9855240151956,0.00024560945463068074,BIO,11
OfcXtoIAAAAJ,THOMAS R IOERGER ,CS,37,85,1990,2017,146,8827,3034,5.001,6.349,1,0,47,15938183,1990,445,5,440,0.3221476510067114,6087.733407546263,0.00025007880853359304,XD,40
oFiuaXEAAAAJ,LORI A CLARKE ,CS,40,100,1976,2016,141,6048,855,3.689,4.191,20,23372493,0,0,1975,201,7,194,0.09740259740259741,3261.325774979459,0.00019895122713367065,CS,25
OfYf-DMAAAAJ,NIKOLAUS CORRELL ,CS,22,33,2002,2016,77,1538,320,4.193,3.571,5,1096181,0,0,2000,189,7,182,0.07874015748031496,2411.118068173182,0.0001897452130137984,CS,40
OG2QONwAAAAJ,DAVID R CHOFFNES ,CS,22,31,2005,2016,53,2445,551,2.236,5.245,4,799544,0,0,2005,257,10,247,0.16822429906542055,1302.1267843116025,0.0002254980285083041,CS,60
OGbi6t0AAAAJ,JOHN A GOLDSMITH ,CS,36,68,1976,2016,86,3919,790,1.135,1.628,3,227510,0,0,1975,28,1,27,0.08571428571428572,0,0.00006957746443016254,CS,34
ogj8ppAAAAAJ,JIM F KUROSE ,CS,87,244,1981,2016,335,23655,1246,2.184,4.155,32,20554907,0,0,1980,524,23,501,0.14736842105263157,17788.124923627747,0.0005311162457333736,XD,25
OgJKomcAAAAJ,IASONAS POLAKIS ,CS,9,9,2009,2016,21,336,94,0,4.667,0,0,0,0,2005,39,1,38,0,0,0.00005979234275425526,CS,60
OGR--C0AAAAJ,JEAN GAUTIER ,BIO,43,76,1983,2016,90,8180,808,9.888,4.644,0,0,44,13769240,1980,242,5,237,0.1306532663316583,1232.0993916571465,0.0002002817173940371,BIO,14
ogVUBZIAAAAJ,KEN N PAIGE ,BIO,28,45,1982,2016,52,3913,645,5.459,3.673,9,1649199,0,0,1980,102,4,98,0.10869565217391304,436.1145992760255,0.0001549289813702016,BIO,30
oH9Vw-QAAAAJ,MICHAEL T LAUB ,BIO,36,52,1998,2017,52,4058,467,12.764,5.692,2,1187835,14,3317692,1995,282,6,276,0.4294478527607362,3738.8231290848066,0.00019305368685474224,XD,1
oHbIF48AAAAJ,BRIAN NEIL LEVINE ,CS,47,72,1996,2014,92,15105,2009,2.094,3.63,12,5411457,0,0,1995,265,14,251,0.0873015873015873,2426.358518062729,0.0003251676439553607,CS,25
ohgrkzAAAAAJ,ANNE E CARLSON ,BIO,11,13,2003,2013,14,1076,286,9.269,5.143,0,0,0,0,2000,36,0,36,0.06060606060606061,0,0,BIO,42
OhiNDfkAAAAJ,ARNAB NANDI ,CS,12,13,2005,2016,24,875,200,5.839,3.583,3,891921,0,0,2005,202,6,196,0.1568627450980392,354.8632060723823,0.00015931752986725334,CS,34
Ohw-I2sAAAAJ,ANTHONY M SHELTON ,BIO,59,208,1979,2016,268,11461,521,4.022,4.481,0,0,0,0,1975,224,2,222,0.0960591133004926,2874.1384338569433,0.00010203743889741983,XD,11
OhzVBVcAAAAJ,DANA E HUNT ,BIO,12,12,2003,2016,20,1787,464,10.095,5.85,4,2045629,0,0,2000,125,1,124,0.10294117647058823,0,0.00006645701586219683,BIO,11
oIbxZhIAAAAJ,MINORU SHINOHARA ,BIO,31,52,1991,2015,74,2677,178,2.596,3.986,2,1171040,2,158028,1990,42,1,41,0.058333333333333334,0,0.00017993702204228528,BIO,55
oIdI_PcAAAAJ,DUANE S BONING ,CS,39,111,1985,2015,213,4845,241,1.887,5.16,2,2671193,0,0,1985,388,4,384,0.11422413793103449,4153.228996017295,0.00017110139751615308,CS,1
oii0f78AAAAJ,GREG ODORIZZI ,BIO,27,34,1994,2015,31,3505,579,8.316,4.226,0,0,0,0,1990,96,4,92,0.07462686567164178,580.9844974059255,0.00016336976521743148,BIO,30
OIoZ2vgAAAAJ,KEITH E WHITTINGTON ,BIO,24,38,1995,2015,52,2511,599,1.937,1.212,2,209654,0,0,1995,1,0,1,0.1,0,0,BIO,1
OI_6OdYAAAAJ,L LACEY KNOWLES ,BIO,38,72,1996,2017,87,6284,698,5.376,2.782,0,0,0,0,1995,108,2,106,0.047058823529411764,3867,0.0001596823949884667,BIO,19
oJ80CYoAAAAJ,CRAIG T MILLER ,BIO,20,23,1996,2016,29,2807,679,6.801,6.69,3,698142,6,1669517,1995,257,5,252,0.24528301886792453,1148.295559133391,0.0001811487221896422,BIO,4
oJESe-cAAAAJ,LILLIAN LEE ,CS,35,39,1993,2016,47,21217,5927,1.197,2.553,3,3778185,0,0,1990,206,6,200,0.275,739.4818685582793,0.00016963977755762128,CS,6
ojgp8NcAAAAJ,WAYNE B HAYES ,CS,16,26,1986,2014,33,873,209,4.293,3,0,0,0,0,1995,46,2,44,0.23529411764705882,1905.371674990605,0.00010794816031033481,XD,29
ojH7GEgAAAAJ,LINH TX PHAN ,CS,15,24,2007,2016,36,512,53,0.738,5,0,0,0,0,1995,221,8,213,0.17582417582417584,328.42584585340416,0.00019407385882129133,CS,19
oJMHGr8AAAAJ,JOSHUA L WARREN ,BIO,8,6,2012,2016,20,154,35,3.366,5.75,0,0,0,0,2010,29,1,28,0.15151515151515152,0,0.00006272026695357464,XD,7
oJZuq9oAAAAJ,GLENCORA BORRADAILE ,CS,13,13,2005,2016,32,521,103,1.072,3.031,3,360156,0,0,2005,92,3,89,0.05555555555555555,15.5945678886196,0.00009906579528560593,CS,67
oK3QM1wAAAAJ,ANUPAM DATTA ,CS,28,64,1980,2016,115,3507,434,1.308,4.487,6,3438008,0,0,1980,285,12,273,0.10559006211180125,3016.8915794725735,0.0002739390529022788,CS,1
okf5bmQAAAAJ,JUDE W SHAVLIK ,CS,51,134,1985,2016,218,9948,832,2.643,3.275,4,2493678,0,0,1985,269,11,258,0.16759776536312848,6880.538122462976,0.0002807763069502326,XD,11
okJj8GYAAAAJ,MAUREEN R HANSON ,BIO,60,138,1974,2016,168,9733,621,5.775,3.506,18,25920085,12,3332232,1970,283,8,275,0.10689655172413794,5721.530244917597,0.0002990131700723498,XD,11
oKRMzLMAAAAJ,STANTON B GELVIN ,BIO,56,109,1976,2016,131,9041,1228,7.126,4.168,11,14890346,0,0,1975,228,6,222,0.10211267605633803,4468.0408443588285,0.00023718103267842783,BIO,55
okx33sUAAAAJ,NADIA ANNE HENINGER ,CS,14,15,2006,2016,22,1898,955,1.966,4.682,4,2224337,0,0,2005,102,6,96,0.034482758620689655,209.74194499779097,0.00015190260220939713,CS,19
Ok_HjPUAAAAJ,CURT M HORVATH ,BIO,59,87,1990,2015,86,13676,1102,7.263,4.151,0,0,46,13973270,1990,167,6,161,0.12,4977.372018023225,0.0002953521881500597,BIO,26
oK_XUmsAAAAJ,ALEKSANDRA KOROLOVA ,CS,7,7,2005,2014,10,659,182,0.6,3,0,0,0,0,2005,74,2,72,0.375,96.04994833389785,0.00008616063139566514,XD,20
ol6LIDsAAAAJ,MARY GRACE GOLL ,BIO,15,16,2000,2015,16,2161,651,7.73,8.063,0,0,0,0,2000,171,5,166,0.08888888888888889,7987.800105474071,0.00022365110397003045,BIO,26
oM25EQkAAAAJ,DAN SETH WALLACH ,CS,44,83,1994,2017,114,9032,1073,1.605,3.579,8,5974042,0,0,1990,317,19,298,0.12837837837837837,13270.881462022922,0.00044039975516833917,XD,20
OMVTRscAAAAJ,SHIH FU CHANG ,CS,97,401,1991,2016,530,37248,2906,2.698,3.747,10,4066002,0,0,1990,920,26,894,0.22310756972111553,31700.91446590555,0.0005960995534462245,XD,15
ONloO5IAAAAJ,DANIEL A MENASCE ,CS,49,114,1978,2016,176,8226,946,1.34,2.881,4,900424,0,0,1975,166,5,161,0.09941520467836257,1809.8216843397058,0.00016006209121872754,CS,67
ONZL1lgAAAAJ,DEBALEENA CHATTOPADHYAY ,CS,5,2,2009,2016,14,144,89,1.883,2.714,0,0,0,0,2005,23,1,22,0.125,0,0.000060533897641780064,CS,60
OoItXTkAAAAJ,RONALD PAUL FEDKIW ,CS,62,100,1988,2016,100,18155,1601,2.786,3.54,8,5485780,0,0,1985,122,5,117,0.17647058823529413,1438.5054714902342,0.0001673025789662954,CS,1
OOLe2TIAAAAJ,CAROL FRIEDMAN ,BIO,58,145,1982,2016,185,9862,597,3.785,4.395,3,2546556,21,8127249,1980,424,21,403,0.47058823529411764,22533.830334780567,0.0004986996679928165,XD,14
OoSpdN0AAAAJ,ROLAND A MATSOUAKA ,BIO,5,4,2008,2017,9,351,273,5.895,8,0,0,0,0,2005,38,0,38,0.08928571428571429,0,0,BIO,11
oOwNKsAAAAAJ,PIOTR INDYK ,CS,64,141,1994,2017,174,21214,3010,2.057,2.971,9,5278931,0,0,1990,447,24,423,0.07878787878787878,21587.89749525387,0.0005142215858947973,CS,1
op3lNakAAAAJ,CHRISTIE E WILLIAMS ,BIO,24,29,1990,2015,42,1524,229,3.341,7,0,0,0,0,1990,213,3,210,0.31736526946107785,189.72318739050638,0.00011720329129116303,BIO,55
oQ6AeyEAAAAJ,MICHAEL D ERNST ,CS,53,122,1989,2016,153,12739,1298,1.002,3.954,10,13877059,0,0,1985,378,23,355,0.10943396226415095,20364.134495198177,0.0005559609294026404,XD,6
oq8WAwsAAAAJ,STUART MERRILL SHIEBER ,CS,48,93,1982,2016,99,7796,737,1.772,2.859,8,3892468,0,0,1980,187,6,181,0.1188118811881188,1800.0537251289509,0.00018503977107148272,CS,18
OQAuVuoAAAAJ,CHARLES G DANKO ,BIO,12,13,2003,2016,20,1354,331,13.03,8.25,0,0,0,0,2000,256,4,252,0.5272727272727272,610.251419409924,0.00013130223312791603,XD,11
OQbV_3UAAAAJ,MITCHELL L SOGIN ,BIO,87,231,1971,2016,255,38267,3621,7.368,5.902,13,10373462,0,0,1970,570,16,554,0.13343108504398826,23884.035853100333,0.0004788091681565159,XD,34
oQsObk0AAAAJ,JAMES ANTHONY LANDAY ,CS,68,137,1991,2016,178,17817,841,1.832,4.27,9,5728223,0,0,1990,523,14,509,0.15441176470588236,4279.5631638629975,0.0003068841246380416,XD,1
oqux_wcAAAAJ,ALI RAZA BUTT ,CS,23,35,2000,2016,79,1736,194,1.779,4.089,10,2583429,0,0,2000,263,6,257,0.1782178217821782,1405.5834888913841,0.00018909756559793128,CS,40
orHlhhQAAAAJ,GUL A AGHA ,CS,54,167,1983,2016,225,11012,1445,1.451,3.067,13,5018511,0,0,1980,231,17,214,0.09782608695652174,7576.28837301856,0.0003944844901249839,CS,5
OrhUjqEAAAAJ,GHEORGHE D TECUCI ,CS,22,50,1984,2015,111,1344,89,1.834,3.676,5,976824,0,0,1980,32,0,32,0.06349206349206349,0,0,CS,67
Ormag-QAAAAJ,DAVID GRIES ,CS,41,92,1965,2009,119,6757,1263,1.738,2.454,11,11181556,0,0,1965,175,10,165,0.06666666666666667,13394.654040740154,0.000291985675639182,CS,6
ORo3KQ0AAAAJ,YONG DUAN ,BIO,39,69,1994,2014,83,10547,2926,4.585,5.036,0,0,35,8097616,1990,391,6,385,0.30128205128205127,3860.5520400735436,0.00021062905741175844,XD,19
oRqkuoQAAAAJ,STEVE GODDARD ,CS,27,62,1996,2015,103,3075,459,2.458,3.33,0,0,0,0,1995,180,4,176,0.2087912087912088,1150.0018771461262,0.0001661834259482635,CS,70
ORr4XJYAAAAJ,SERGE J BELONGIE ,CS,65,126,1994,2016,161,29504,6038,4.07,4.366,2,2507864,0,0,1990,417,25,392,0.12363636363636364,15409.561412752586,0.0005511240709030244,CS,6
oScjn_kAAAAJ,SEAN VITOUSEK ,BIO,7,6,2007,2016,15,238,57,3.765,6.4,0,0,0,0,2005,11,0,11,0.015873015873015872,0,0,BIO,1
OsIZgIYAAAAJ,PHILIPP KOEHN ,CS,46,112,1994,2016,144,17667,3606,1.884,4.701,0,0,0,0,1990,196,8,188,0.1111111111111111,444.30863727687324,0.00021282047864647577,CS,28
OsoQ-dcAAAAJ,PADHRAIC SMYTH ,CS,71,171,1988,2016,235,29040,8650,2.98,3.383,10,7868552,0,0,1985,415,16,399,0.21031746031746032,11804.809771122009,0.00039434197054054055,CS,29
OSxYKeQAAAAJ,DINSHAW J PATEL ,BIO,109,433,1963,2016,463,36166,1064,10.232,5.272,0,0,69,24077609,1960,701,15,686,0.1475609756097561,27105.487467063795,0.0004890646455128809,XD,26
Os_A0tAAAAAJ,CAITLIN S PEPPERELL ,BIO,9,6,1996,2017,12,392,163,5.839,7.75,0,0,7,936782,1995,93,0,93,0.09090909090909091,0,0,BIO,18
Ot5KMdEAAAAJ,MICHAEL R SHIRTS ,BIO,31,45,2000,2016,57,7806,2259,4.899,4.018,5,1427937,4,148020,2000,212,1,211,0.25,0,0.00010989747140336805,BIO,30
OT79Y9UAAAAJ,MOSTAFA HAMED AMMAR ,CS,70,193,1979,2016,234,16810,1420,1.943,3.12,20,7578532,0,0,1975,327,13,314,0.0872093023255814,2963.327178426345,0.00030571858915342154,CS,9
Ot9eWLsAAAAJ,VISHWANATH R IYER ,BIO,47,67,1995,2016,82,25472,5254,11.611,8.195,0,0,0,0,1995,678,18,660,0.4696261682242991,7737.15537100843,0.00044183764507550586,XD,30
OtbhlmIAAAAJ,WILLIAM R RICE ,BIO,52,83,1977,2016,90,25094,13698,6.919,2.3,14,3281983,0,0,1975,48,2,46,0.023809523809523808,77.7005871175713,0.0000931367635965782,BIO,50
otivCBQAAAAJ,VIRGINIA WALBOT ,BIO,76,230,1971,2016,280,18996,1101,6.879,3.221,13,34315486,0,0,1970,380,11,369,0.1691842900302115,7372.579947491186,0.00034315288623056994,BIO,1
OTk0hA0AAAAJ,RICARDO C ARANEDA ,BIO,18,22,1985,2016,30,2175,604,6.053,5.067,0,0,0,0,1985,76,2,74,0.13541666666666666,99.40314592224657,0.00012534983893936827,XD,55
OUAMn6oAAAAJ,PAULO SHAKARIAN ,CS,13,19,2009,2016,52,447,43,1.875,3.442,0,0,0,0,2005,72,2,70,0.04054054054054054,0,0.00008219460368528254,CS,48
oUKhHwwAAAAJ,CAROL ARNOSTI ,BIO,30,58,1987,2016,66,2269,144,4.016,4.015,10,3656424,0,0,1985,66,2,64,0.038461538461538464,0,0.00009927824602837864,BIO,26
ouLKf2YAAAAJ,SCOTT D EMR ,BIO,118,214,1978,2016,212,36993,1103,9.989,4.552,3,892157,4,626129,1975,405,9,396,0.09619686800894854,3490.0151990797835,0.0003150294267507708,BIO,26
OUS_bT8AAAAJ,XIN LI ,CS,13,14,2004,2016,24,381,35,1.411,2.333,20,5303720,14,2312084,1995,960,66,894,0.7471698113207547,194394.18979029902,0.0016027498778145026,XD,28
ouY9ypcAAAAJ,JON B WEISSMAN ,CS,27,60,1991,2016,90,2145,132,1.673,2.989,14,4593248,0,0,1990,164,8,156,0.15853658536585366,916.0295721146576,0.00021310394475391022,CS,29
OvAV_eoAAAAJ,ANTONIS ROKAS ,BIO,49,88,1999,2016,111,8560,1174,11.718,8.667,2,855918,0,0,1995,678,23,655,0.36701337295690933,32435.31460671714,0.000696250353400237,XD,26
ovlpa_IAAAAJ,ANDREW C MYERS ,CS,45,66,1987,2016,85,9947,1833,2.305,3.294,25,12103842,0,0,1985,155,12,143,0.11392405063291139,5674.65766180646,0.00033055756728647267,CS,6
OVUarmsAAAAJ,MARK J MANDEL ,BIO,16,22,2001,2016,22,815,145,6.222,5.227,1,309881,0,0,2000,100,4,96,0.13043478260869565,4731.933356061488,0.00020815029579698032,BIO,26
OwRJIbUAAAAJ,DAVID I SHALLOWAY ,BIO,52,99,1971,2016,116,8286,591,7.359,3.733,2,1241065,0,0,1970,182,3,179,0.1111111111111111,4114.764091068095,0.00017001237521480496,XD,11
oXasn9EAAAAJ,KEVIN C ALMEROTH ,CS,44,119,1995,2015,168,8238,878,1.994,3.256,9,2852259,0,0,1990,181,14,167,0.05844155844155844,4530.580347493882,0.0003255060401606973,CS,34
OXHDKSwAAAAJ,SALVATORE ODDO ,BIO,52,73,2002,2016,77,12749,2489,5.711,6.649,1,0,12,2335504,2000,120,4,116,0.07865168539325842,982.669389177472,0.00017364080981680663,XD,55
oXX9SUQAAAAJ,KEVIN A GARY ,CS,11,14,1994,2015,41,526,75,1.214,4.854,1,150242,1,207245,1990,127,2,125,0.08421052631578947,3867,0.0002232521382817977,CS,48
OXXvWKEAAAAJ,JEAN H BURNS ,BIO,17,20,2002,2015,28,1161,160,3.972,3.929,1,142329,0,0,2000,64,0,64,0.06521739130434782,0,0,BIO,38
oy7TshoAAAAJ,ANDREW AUSTIN BIEWENER ,BIO,63,131,1980,2017,171,10753,569,4.921,2.942,13,6442502,0,0,1980,138,7,131,0.12258064516129032,3761.1474815887286,0.00029801524987238927,XD,1
oY9R5YQAAAAJ,JITENDRA MALIK ,CS,104,223,1983,2017,277,88194,12735,4.79,3.794,8,8648243,0,0,1980,524,31,493,0.277602523659306,39904.770441382454,0.0007162738980265633,XD,1
oYIbJosAAAAJ,JOSEPH M JEZ ,BIO,44,98,1996,2016,114,6548,584,6.396,4.851,5,1350436,0,0,1995,221,2,219,0.12871287128712872,110.42597325141217,0.00011445499764150901,BIO,11
oZBtvZMAAAAJ,BLAIR D SULLIVAN ,CS,8,6,2006,2016,20,220,32,1.038,3.75,0,0,0,0,2005,42,1,41,0.025,0,0.0000582874913630297,CS,48
OZMQ0J0AAAAJ,JEFFREY D JENSEN ,BIO,29,51,2005,2016,64,4804,1965,9.056,8.125,2,179800,14,2724522,2005,678,18,660,0.3495440729483283,14533.273978746472,0.0004912537539712016,XD,55
OZnq5cwAAAAJ,YEVGENIA KOZOROVITSKIY ,BIO,12,12,2002,2016,15,1976,812,13.152,4.533,0,0,0,0,2000,27,0,27,0.029411764705882353,0,0,BIO,26
OZtBFywAAAAJ,ERIC SCOTT MCLAMORE ,BIO,17,26,2007,2016,37,829,110,5.572,6.351,1,153155,0,0,2005,215,5,210,0.23636363636363636,8021.55108659228,0.00023475900031686998,XD,55
O_7MVDIAAAAJ,ELI UPFAL ,CS,49,114,1981,2016,156,9624,731,1.424,3.365,11,10684279,0,0,1980,318,15,303,0.07801418439716312,5836.033556724617,0.00034661528321329395,CS,20
O_v3plsAAAAJ,DILEEP VARMA ,BIO,12,12,2004,2015,14,797,377,7.98,5.714,0,0,4,382243,2000,61,1,60,0.08695652173913043,0,0.00010839035924056717,BIO,26
P-6kCNMAAAAJ,NILS E NAPP ,CS,9,9,2004,2016,17,388,88,1.785,3.471,0,0,0,0,2000,52,1,51,0.25,0,0.00006593344293217068,CS,63
P07ZE9sAAAAJ,TS EUGENE NG ,CS,29,43,1997,2016,55,5816,1375,1.814,4.036,0,0,0,0,1995,283,3,280,0.17647058823529413,275.8640144480481,0.00011513094991207939,CS,20
p0sQC6sAAAAJ,MICHAEL JAY FRANKLIN ,CS,84,172,1989,2016,211,35628,3640,1.84,5.242,6,10796100,0,0,1985,601,43,558,0.1642651296829971,31951.841650735732,0.0008640000650476818,XD,1
P21gHIkAAAAJ,STEPHEN G KOBOUROV ,CS,40,99,1998,2017,163,4373,246,1.391,4.38,6,1517044,0,0,1995,224,9,215,0.05508474576271186,1691.9961921126414,0.00022000308122033192,CS,40
p26NfLgAAAAJ,SHASHI SHEKHAR ,CS,54,172,1987,2017,292,10179,1365,1.999,3.795,17,21535532,0,0,1985,415,22,393,0.134375,9943.399623505426,0.0005203940631018687,CS,29
P2ggwVUAAAAJ,ANDREA J BERMAN ,BIO,9,9,2004,2016,12,680,160,15.26,7,0,0,1,0,2000,42,0,42,0.06666666666666667,0,0,BIO,42
p2Kq0Q4AAAAJ,RICHARD E MICHOD ,BIO,45,89,1977,2016,104,4871,292,6.774,3.904,7,1532091,0,0,1975,264,13,251,0.10267857142857142,5506.181347241863,0.000397977410859497,XD,38
p2ttvlEAAAAJ,RICHARD JOHN COLE ,CS,49,102,1976,2016,125,8773,1122,0.872,2.776,25,18247715,13,4791026,1975,254,17,237,0.13333333333333333,6914.396006567346,0.0003942096201702577,CS,29
p37YXYoAAAAJ,POLINA V LISHKO ,BIO,19,22,1995,2016,26,1763,312,10.531,6.038,0,0,0,0,1995,67,2,65,0.08888888888888889,68.3413712003275,0.00009041614178487319,BIO,4
p3cwqsYAAAAJ,ZHONGCHI LIU ,BIO,24,36,1995,2016,39,2588,691,5.829,4.205,9,4969011,0,0,1995,188,2,186,0.2876712328767123,92.2431941862276,0.00008767981410858499,BIO,55
P3JdmqAAAAAJ,DAVID THEODORE BLAAUW ,CS,75,301,1989,2016,500,21491,1116,2.582,5.184,8,8861180,3,833107,1985,416,22,394,0.10730593607305935,14502.064343512584,0.0005161236411046016,CS,13
p4urLfMAAAAJ,ARMINJA N KETTENBACH ,BIO,17,19,2003,2016,26,1220,322,6.896,6.192,0,0,0,0,2000,149,3,146,0.23157894736842105,163.50572995162844,0.00011967138623996693,XD,38
P5CovF0AAAAJ,GUIDO GERIG ,CS,66,197,1984,2017,302,20870,2235,5.488,6.464,0,0,24,6900922,1980,557,10,547,0.24283305227655985,4369.500454511896,0.0002651700322015456,XD,70
p5oWQ0AAAAAJ,TIM FININ ,CS,88,275,1976,2016,370,33334,3243,1.542,4.486,0,0,0,0,1975,527,28,499,0.10597302504816955,23948.917750492656,0.000641160730955367,CS,70
P5xcdGMAAAAJ,JAN M SKOTHEIM ,BIO,22,27,2000,2016,34,2099,411,13.756,3.765,1,675315,2,101048,2000,102,7,95,0.2028985507246377,8776.761437910805,0.00033329065415975634,XD,1
P6QOMhkAAAAJ,PATRICIA J WITTKOPP ,BIO,28,38,2001,2016,39,2754,537,11.319,4.385,2,1240065,9,2055173,2000,202,8,194,0.16470588235294117,3014.9106370345903,0.0002762208454323333,BIO,19
P7ElVysAAAAJ,PETER JOHN ESPENSHADE ,BIO,32,43,1992,2016,60,4332,749,8.624,4.9,0,0,2,0,1990,201,2,199,0.4,0,0.0000972532544468204,XD,5
p7jDy6QAAAAJ,PETER G KENNEDY ,BIO,32,69,1952,2016,108,2384,216,4.221,2.824,4,836352,0,0,1950,109,3,106,0.07633587786259542,173.36120705575988,0.00012776556974024167,BIO,34
P97vI1EAAAAJ,IRA KEMELMACHER-SHLIZERMAN ,CS,14,16,2008,2016,17,632,220,4.454,3.059,0,0,0,0,2005,30,1,29,0.06666666666666667,0,0.000058864954852395723,CS,6
P9IivpwAAAAJ,HASAN DAVULCU ,CS,20,32,1998,2016,71,1477,229,1.01,4.479,9,3181621,0,0,1995,178,8,170,0.1322314049586777,2922.6617750614687,0.0002520278242045278,CS,48
p9RsPG4AAAAJ,RAYMOND JOSEPH MOONEY ,CS,75,201,1985,2016,225,24781,1366,2.425,2.6,11,5243572,0,0,1985,210,13,197,0.1111111111111111,8663.08678011023,0.0003364359447255405,XD,9
pAcF2lEAAAAJ,MING ZHAO ,CS,18,28,2000,2016,53,1544,283,1.454,4.604,10,2382144,26,6105136,2000,235,6,229,0.31386861313868614,4502.644839129273,0.00021522854738946886,XD,48
pAH7ycsAAAAJ,NOA MICHAL PINTER-WOLLMAN ,BIO,16,20,2006,2016,30,714,121,3.092,4.033,2,410111,0,0,2005,88,3,85,0.1111111111111111,472.34153364502964,0.00014990133461218703,BIO,19
pAI5S50AAAAJ,J ROSS BEVERIDGE ,CS,39,77,1989,2016,115,5356,635,2.692,4.374,6,1305671,0,0,1985,215,9,206,0.12213740458015267,3573.964947533057,0.0002923755778761882,CS,70
PApX2aoAAAAJ,NELSON C LAU ,BIO,18,21,2001,2015,31,11318,4073,12.674,5.097,0,0,0,0,2000,209,3,206,0.3076923076923077,6825.488795795946,0.000154361274663091,XD,55
pAUVJS0AAAAJ,KARL J LIEBERHERR ,CS,32,63,1979,2010,103,4576,561,1.494,2.35,3,832349,0,0,1975,71,7,64,0.03125,2094.4206149072393,0.000215128775550497,CS,60
PbEw81gAAAAJ,HAL DAUME ,CS,37,99,2001,2016,144,6390,941,2.552,3.403,0,0,0,0,2000,233,21,212,0.125,11305.41178002943,0.0005216809604497514,XD,15
PBo0rn4AAAAJ,MATTHEW D WELCH ,BIO,40,57,1990,2016,56,5650,541,10.687,5.018,0,0,35,11895725,1990,166,8,158,0.0875,2779.942204658541,0.000278322757904313,BIO,4
PBV6PjEAAAAJ,VINCENT J LYNCH ,BIO,23,29,1971,2016,44,1901,217,7.407,5.159,1,636337,0,0,1970,196,5,191,0.14814814814814814,2335.983323906427,0.0002043960744376433,BIO,14
PC3lRvwAAAAJ,DAVID A LEIB ,BIO,41,74,1986,2017,87,7223,711,5.11,4.667,0,0,1,0,1985,201,1,200,0.07608695652173914,0,0.00007146066746997816,BIO,38
pcCS60IAAAAJ,XIA HU ,CS,19,33,2009,2017,52,1705,188,1.251,4.019,0,0,0,0,2005,267,7,260,0.2727272727272727,2008.7979858994452,0.00019291516147181323,XD,40
pch98TIAAAAJ,ERIK DENNIS HERZOG ,BIO,40,75,1991,2016,84,5675,511,6.199,5.179,1,531045,33,6862187,1990,165,3,162,0.15942028985507245,1776.3499918238022,0.00016334646758721182,BIO,11
